Assigned to,id,name,address1,zip,country,latitude,longitude,phone,Yelp URL of Business,City Page,Notes,Yelp search URL
kl,1555,FINO,1 COSMO PL,94109,US,37.788094,-122.41176,,-unmatched,,,
JE,27986,BEARD PAPA SWEETS CAFÉ,845 MARKET ST FE16,94103,US,37.784848,-122.406892,14155979972,http://www.yelp.com/biz/beard-papas-san-francisco-2#query:BEARD%20PAPA%20SWEETS%20CAF%C3%89,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:27986,,"http://www.yelp.com/search?find_desc=BEARD PAPA SWEETS CAFÉ#find_loc=845 MARKET ST FE16,sf"
MW,69950,OVER-THE-BAY CAKES,2100 TARAVAL ST,94116,US,37.742533,-122.488586,14150894050,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69950,"none found, website: http://overthebaycakes.com/","http://www.yelp.com/search?find_desc=OVER-THE-BAY CAKES#find_loc=2100 TARAVAL ST,sf"
SM,8105,SUN KAU SHING CO. INC.,1039 QUESADA AVE,94124,US,37.726296,-122.379174,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:8105,,"http://www.yelp.com/search?find_desc=SUN KAU SHING CO. INC.#find_loc=1039 QUESADA AVE,sf"
AG,5485,AT&T - HOL N JAM DOWN THIRD (COTTON CANDY/LEMONADE),24 WILLIE MAYS PLAZA,94107,US,,,14155971500,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5485,,"http://www.yelp.com/search?find_desc=AT&T - HOL N JAM DOWN THIRD (COTTON CANDY/LEMONADE)#find_loc=24 WILLIE MAYS PLAZA,sf"
,3079,GRAND VIEWS,"345 STOCKTON ST, 36TH FLOOR",94108,US,37.788944,-122.406884,,grandviews-san-francisco,,,
JN,67932,HACIENDA,2335 GOLDEN GATE AVE,94117,US,37.777323,-122.449297,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67932,,"http://www.yelp.com/search?find_desc=HACIENDA#find_loc=2335 GOLDEN GATE AVE,sf"
,6003,JOSEPH LEE RECREATION CENTER,1395 MENDELL ST,94124,US,37.735232,-122.389694,14155829040,joseph-lee-recreation-center-san-francisco-2,,,
AG,65375,GEPPETTO LLC,658 VALLEJO ST,94133,US,37.798648,-122.408554,,http://www.yelp.com/biz/geppetto-delicatessen-and-catering-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:65375,,"http://www.yelp.com/search?find_desc=GEPPETTO LLC#find_loc=658 VALLEJO ST,sf"
,1896,SIMPLE PLEASURES CAFE,3434 BALBOA ST,94121,US,37.775818,-122.495802,,simple-pleasures-cafe-san-francisco,,,
,68080,CAFÉ BUON GIORNO,100 PINE ST #102,94111,US,37.792388,-122.398903,,cafe-buon-giorno-san-francisco-2,,,
AG,65752,780 SWEETS,3600 16TH ST,94114,US,37.764296,-122.433166,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:65752,,"http://www.yelp.com/search?find_desc=780 SWEETS#find_loc=3600 16TH ST,sf"
,22304,JULIE'S KITCHEN,50 FREMONT ST,94105,US,37.790897,-122.397318,,julies-kitchen-san-francisco-3,,,
,60658,"HOME MAID RAVIOLI CO., INC.",1700 O'FARRELL @ FILLMORE,94115,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:60658,,"http://www.yelp.com/search?find_desc=HOME MAID RAVIOLI CO., INC.#find_loc=1700 O'FARRELL @ FILLMORE,sf"
JE,5624,AT&T - DERBY GRILL ROOM 5311 [145154],24 WILLIE MAYS PLAZA 5.07.02,94107,US,37.778382,-122.391151,14155971500,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5624,,"http://www.yelp.com/search?find_desc=AT&T - DERBY GRILL ROOM 5311 [145154]#find_loc=24 WILLIE MAYS PLAZA 5.07.02,sf"
,5827,HILLCREST ELEMENTARY SCHOOL,810 SILVER AVE,94134,US,37.729016,-122.419253,14155464722,hillcrest-elementary-school-san-francisco-2,,,
,1643,SUSHI GROOVE SOUTH,1516 FOLSOM ST,94107,US,37.771644,-122.414339,,sushi-groove-south-san-francisco,,,
MW,70685,5 DEGREE TEA HOUSE,2527 SAN BRUNO AVE,94134,US,37.729753,-122.40447,14155828233,http://www.yelp.com/biz/5-tea-house-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70685,,"http://www.yelp.com/search?find_desc=5 DEGREE TEA HOUSE#find_loc=2527 SAN BRUNO AVE,sf"
,38314,COMPADRES CATERING,350 02ND ST,94105,US,37.784758,-122.395769,14155948119,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:38314,,"http://www.yelp.com/search?find_desc=COMPADRES CATERING#find_loc=350 02ND ST,sf"
,60115,HONG'S KITCHEN,3917 NORIEGA ST,94122,US,37.752923,-122.505759,,hongs-kitchen-san-francisco,,,
JN,68804,SANGUCHON 2,OFF THE GRID,,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68804,,"http://www.yelp.com/search?find_desc=SANGUCHON 2#find_loc=OFF THE GRID,sf"
JE,4478,AFC SUSHI @ SAFEWAY 1490,2300 16TH ST,94103,US,37.765708,-122.409002,14155571120,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4478,,"http://www.yelp.com/search?find_desc=AFC SUSHI @ SAFEWAY 1490#find_loc=2300 16TH ST,sf"
JE,4411,"OPERA HOUSE - 3/F, DRESS CIRCLE",301 VAN NESS AVE,94102,US,37.778272,-122.420031,14155251932,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4411,multiple locations,"http://www.yelp.com/search?find_desc=OPERA HOUSE - 3/F, DRESS CIRCLE#find_loc=301 VAN NESS AVE,sf"
HRY,7460,NEW TENDERLOIN MARKET & DELI,66 TURK,94102,US,37.783298,-122.410244,14155565512,Unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:7460,,"http://www.yelp.com/search?find_desc=NEW TENDERLOIN MARKET & DELI#find_loc=66 TURK,sf"
,62140,ROYAL GROUND COFFEE AT KORET DELI,222 STANYAN ST,94118,US,37.776718,-122.455037,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62140,,"http://www.yelp.com/search?find_desc=ROYAL GROUND COFFEE AT KORET DELI#find_loc=222 STANYAN ST,sf"
,325,MIFUNE RESTAURANT,1737 POST ST,94115,US,37.785457,-122.430317,14155920337,mifune-restaurant-san-francisco,,,
,69621,PINKBERRY,170 O'FARRELL ST,94107,US,37.78655,-122.40756,,pinkberry-san-francisco-4,,,
MW,70210,MARCUS RIOS,1800 MISSION ST,94103,US,37.76824,-122.420035,14155353113,http://www.yelp.com/biz/chef-marcus-rios-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70210,,"http://www.yelp.com/search?find_desc=MARCUS RIOS#find_loc=1800 MISSION ST,sf"
SS,4860,PLAY FIELD CAFE,1 ZOO RD,94132,US,37.73017,-122.502535,14155757132,http://www.yelp.com/biz/playfield-cafe-aka-asia-grille-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4860,,"http://www.yelp.com/search?find_desc=PLAY FIELD CAFE#find_loc=1 ZOO RD,sf"
,66992,MIFUNE BISTRO,1581 WEBSTER ST #100,94115,US,37.785227,-122.431472,,mifune-bistro-san-francisco,,,
,58690,SMOKE N TALK,3367 MISSION ST,94110,US,37.742857,-122.421612,,smoke-n-talk-san-francisco,,,
Partha,67246,SODEXO @ ACADEMY OF ART UNIVERSITY,625 POLK ST BASEMENT,94102,US,37.782463,-122.419094,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67246,,"http://www.yelp.com/search?find_desc=SODEXO @ ACADEMY OF ART UNIVERSITY#find_loc=625 POLK ST BASEMENT,sf"
,61251,XANATH AT THE CONSERVATORY,100 JFK DRIVE  GOLDEN GATE PARK,94118,US,37.770989,-122.456402,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:61251,,"http://www.yelp.com/search?find_desc=XANATH AT THE CONSERVATORY#find_loc=100 JFK DRIVE  GOLDEN GATE PARK,sf"
LR,33456,ROLLING TACO,VARIOUS LOCATIONS,,US,,,14155948485,http://www.yelp.com/biz/the-rolling-taco-truck-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:33456,,"http://www.yelp.com/search?find_desc=ROLLING TACO#find_loc=VARIOUS LOCATIONS,sf"
,64326,STONESTOWN FARMERS' MARKET,3251 20TH AVE,94132,US,37.728497,-122.475639,,stonestown-farmers-market-san-francisco,,,
,60833,CAFÉ ME,500 WASHINGTON ST #102,94111,US,37.795698,-122.402014,,cafe-me-san-francisco-2,,,
luther,69606,EL PORTENO I RESTAURANT,5173 MISSION ST,94112,US,37.715905,-122.441373,,http://www.yelp.com/biz/el-porte%C3%B1o-i-chifa-peruano-san-francisco#query:EL%20PORTENO%20I%20RESTAURANT,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69606,,"http://www.yelp.com/search?find_desc=EL PORTENO I RESTAURANT#find_loc=5173 MISSION ST,sf"
MW,70561,PRIME DIP 455 MARKET,455 MARKET ST STE. 160,94105,US,,,,http://www.yelp.com/biz/prime-dip-sandwiches-san-francisco-4,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70561,,"http://www.yelp.com/search?find_desc=PRIME DIP 455 MARKET#find_loc=455 MARKET ST STE. 160,sf"
AG,5363,SUPER CROWN CATERING,50 PHELAN AVE,94112,US,,,14150871939,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5363,,"http://www.yelp.com/search?find_desc=SUPER CROWN CATERING#find_loc=50 PHELAN AVE,sf"
,16361,CAFÉ MONTE CRISTO,2101 GENEVA AVE,94134,US,37.708527,-122.420733,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:16361,,"http://www.yelp.com/search?find_desc=CAFÉ MONTE CRISTO#find_loc=2101 GENEVA AVE,sf"
MW,69909,T & L LIQUOR STORE INC.,3168 MISSION ST,94110,US,37.746459,-122.4194,,http://www.yelp.com/biz/horatios-market-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69909,,"http://www.yelp.com/search?find_desc=T & L LIQUOR STORE INC.#find_loc=3168 MISSION ST,sf"
RB,18400,ESTHER'S GERMAN BAKERY,2241 GEARY BLVD,94115,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:18400,,"http://www.yelp.com/search?find_desc=ESTHER'S GERMAN BAKERY#find_loc=2241 GEARY BLVD,sf"
,19384,SUBWAY,388 MARKET ST #102,94111,US,37.792084,-122.397889,,subway-san-francisco-14,,,
SM,8275,MULTI SERVICE CENTER SOUTH,525 5TH ST,,US,37.774029,-122.404312,14155597970,multi-service-center-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:8275,,"http://www.yelp.com/search?find_desc=MULTI SERVICE CENTER SOUTH#find_loc=525 5TH ST,sf"
,68070,PER DIEM,564 MARKET ST #140,94104,US,37.789575,-122.401091,,per-diem-san-francisco,,,
luther,69270,"THE MELT, BUS 0002",428 11TH ST,94103,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69270,,"http://www.yelp.com/search?find_desc=THE MELT, BUS 0002#find_loc=428 11TH ST,sf"
AG,65498,"CHAIRMAN SF, LLC",668 LARKIN ST,94109,US,37.783899,-122.417574,,http://www.yelp.com/biz/the-chairman-truck-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:65498,,"http://www.yelp.com/search?find_desc=CHAIRMAN SF, LLC#find_loc=668 LARKIN ST,sf"
,64898,CARNELIAN,1 FERRY PLAZA,94111,US,37.795541,-122.392,,carnelian-by-the-bay-san-francisco,,,
,69976,DAVIDSTEA,2123 POLK ST,94109,US,37.796163,-122.421876,,davidstea-san-francisco-5,,,
,39482,GHIRARDELLI KIOSK,24 WILLIE MAYS PLAZA,,US,37.778347,-122.390948,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:39482,,"http://www.yelp.com/search?find_desc=GHIRARDELLI KIOSK#find_loc=24 WILLIE MAYS PLAZA,sf"
MNW,62775,LOMBARD SHELL,1800 LOMBARD ST,94123,US,37.800468,-122.431434,14155348063,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62775,,"http://www.yelp.com/search?find_desc=LOMBARD SHELL#find_loc=1800 LOMBARD ST,sf"
,68162,PIXIE'S SINUGBA,5672 MISSION ST,94112,US,37.710331,-122.448559,,pixies-sinugba-usa-san-francisco,,,
MNW,63136,SODEXO AT PG & E ENERGY CENTER,851 HOWARD ST,94103,US,37.782336,-122.403788,,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63136,,"http://www.yelp.com/search?find_desc=SODEXO AT PG & E ENERGY CENTER#find_loc=851 HOWARD ST,sf"
,67071,PRONTO BY BAR BAMBINO,3153 17TH ST,,US,,,,pronto-by-bar-bambino-san-francisco,,,
LR,68696,XIAO LONG BAO,625 CLEMENT ST,,US,37.783079,-122.466017,,http://www.yelp.com/biz/xiao-long-bao-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68696,,"http://www.yelp.com/search?find_desc=XIAO LONG BAO#find_loc=625 CLEMENT ST,sf"
,2138,BOUDIN BAKERY,619 MARKET ST,94105,US,37.788924,-122.401701,,boudin-sourdough-bakery-and-cafe-san-francisco-12,,,
MNW,62990,"INTERNATIONAL SCHOOL OF PIZZA, INC.",1556 STOCKTON ST,94133,US,37.800218,-122.409096,,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62990,,"http://www.yelp.com/search?find_desc=INTERNATIONAL SCHOOL OF PIZZA, INC.#find_loc=1556 STOCKTON ST,sf"
JN,67928,JUNIPER RIDGE,1 FERRY BUILDING  #50,94111,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67928,,"http://www.yelp.com/search?find_desc=JUNIPER RIDGE#find_loc=1 FERRY BUILDING  #50,sf"
,68410,903,903 CORTLAND AVE,94110,US,37.738958,-122.413833,,903-san-francisco,,,
SM,11965,ACTION VENDING,VARIOUS  LOCATIONS,,US,,,14150367994,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:11965,,"http://www.yelp.com/search?find_desc=ACTION VENDING#find_loc=VARIOUS  LOCATIONS,sf"
,68783,THE WAY OUT CAFÉ,3188 MISSION ST,94110,US,37.745981,-122.419708,,the-way-out-cafe-san-francisco,,,
,4345,MOBY DICK,1790 SAN JOSE ST,94114,US,37.729139,-122.43991,,moby-dick-san-francisco,,,
LD,4011,COURTYARD BY MARRIOTT - BAR,299 02ND ST,94105,US,37.785614,-122.396693,,http://www.yelp.com/biz/whispers-bar-and-grill-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4011,,"http://www.yelp.com/search?find_desc=COURTYARD BY MARRIOTT - BAR#find_loc=299 02ND ST,sf"
,1939,STARBUCKS COFFEE,74 NEW MONTGOMERY ST,94105,US,37.787838,-122.400998,,starbucks-coffee-san-francisco-36,,,
MW,71124,MARLA BAKERY,85 BARTLETT ST,94110,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:71124,no yelp site: http://www.marlabakery.com/ee/index.php/site/,"http://www.yelp.com/search?find_desc=MARLA BAKERY#find_loc=85 BARTLETT ST,sf"
AG,5392,MARIN GOURMET,1 FERRY BUILDING  #50,94111,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5392,,"http://www.yelp.com/search?find_desc=MARIN GOURMET#find_loc=1 FERRY BUILDING  #50,sf"
MNW,62680,HOME MAID RAVIOLI,1 UNITED NATIONS PLAZA,,US,,,14150580600,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62680,,"http://www.yelp.com/search?find_desc=HOME MAID RAVIOLI#find_loc=1 UNITED NATIONS PLAZA,sf"
,66987,RED'S PLACE,672 JACKSON ST,94133,US,37.796116,-122.406358,,reds-place-san-francisco,,,
MNW,62436,SEOULS ON WHEELS,SHAW RD,,US,,,14155330387,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62436,,"http://www.yelp.com/search?find_desc=SEOULS ON WHEELS#find_loc=SHAW RD,sf"
JE,5647,AT&T - DOGGIE DINER ROOM 2134 [145179],24 WILLIE MAYS PLAZA 2.28.01,94107,US,37.778382,-122.391151,14155971500,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5647,,"http://www.yelp.com/search?find_desc=AT&T - DOGGIE DINER ROOM 2134 [145179]#find_loc=24 WILLIE MAYS PLAZA 2.28.01,sf"
,38067,LA BOULANGE,685 MARKET ST,94105,US,37.787947,-122.403032,,la-boulange-de-market-san-francisco,,,
RB,18489,THE SPORTS CLUB/LA - SAN FRANCISCO,747 MARKET ST,94103,US,37.786597,-122.404752,,http://www.yelp.com/biz/sports-club-la-san-francisco-2,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:18489,,"http://www.yelp.com/search?find_desc=THE SPORTS CLUB/LA - SAN FRANCISCO#find_loc=747 MARKET ST,sf"
,4842,GEORGE'S ZOO,2560 SLOAT BLVD,94116,US,37.735488,-122.501599,,georges-zoo-liquor-deli-san-francisco,,,
Partha,67342,KASA INDIAN TRUCK 2,625 2ND ST,94107,US,37.78157,-122.391613,,http://www.yelp.com/biz/kasa-indian-truck-san-francisco#query:KASA%20INDIAN%20TRUCK%202,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67342,,"http://www.yelp.com/search?find_desc=KASA INDIAN TRUCK 2#find_loc=625 2ND ST,sf"
,64540,LEO'S HOT DOGS,2301 MISSION ST,CA,US,37.760054,-122.419166,,leos-hot-dogs-san-francisco,,,
,68512,MISSION PIZZA,2074 MISSION ST,94110,US,37.763856,-122.419585,,mission-pizza-san-francisco,,,
,70017,CO NAM,1653 POLK ST,94109,US,37.791963,-122.421033,,co-nam-san-francisco,,,
,65693,TAY GIANG RESTAURANT,2543 NORIEGA ST,94122,US,37.753563,-122.491169,,tay-giang-restaurant-san-francisco,,,
JN,69037,IZ IT,OFF THE GRID,,US,0,0,,http://www.yelp.com/biz/iz-it-fresh-grill-brisbane,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69037,,"http://www.yelp.com/search?find_desc=IZ IT#find_loc=OFF THE GRID,sf"
,64533,CAN CAN CLEANSE,1890 BRYANT ST #309,94110,US,37.763156,-122.410351,,can-can-cleanse-san-francisco,,,
,69753,SIFT CUPCAKE & DESSERT BAR,2411 CALIFORNIA ST,94115,US,37.788834,-122.43402,14155503030,sift-cupcake-and-dessert-bar-san-francisco-3,,,
,67055,LA FRONTERA #2,1836 DIVISADERO ST,94115,US,37.786667,-122.440117,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67055,,"http://www.yelp.com/search?find_desc=LA FRONTERA #2#find_loc=1836 DIVISADERO ST,sf"
,2857,JILLIAN'S,101 04TH ST 170,94103,US,37.784548,-122.40419,,jillians-san-francisco,,,
,60407,GREAT HARVEST BREAD COMPANY,100 ALEMANY BLVD,94110,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:60407,,"http://www.yelp.com/search?find_desc=GREAT HARVEST BREAD COMPANY#find_loc=100 ALEMANY BLVD,sf"
JE,5701,CP - ROOM 510,CANDLESTICK PARK  510,94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5701,,"http://www.yelp.com/search?find_desc=CP - ROOM 510#find_loc=CANDLESTICK PARK  510,sf"
JE,5724,CP - ROOM 517,CANDLESTICK PARK  517,94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5724,,"http://www.yelp.com/search?find_desc=CP - ROOM 517#find_loc=CANDLESTICK PARK  517,sf"
LR,68558,SLOW CITY,MUSIC CONCOURSE IN GOLDEN GATE PARK,,US,37.777122,-122.419639,,not listed,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68558,,"http://www.yelp.com/search?find_desc=SLOW CITY#find_loc=MUSIC CONCOURSE IN GOLDEN GATE PARK,sf"
MW,69712,LEGEND BILLIARD HALL,1948 OCEAN AVE,94127,US,,,14155832940,http://www.yelp.com/biz/legend-billiards-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69712,,"http://www.yelp.com/search?find_desc=LEGEND BILLIARD HALL#find_loc=1948 OCEAN AVE,sf"
,38485,SWEET PASSION BAKERY,3020 TARAVAL ST,94116,US,37.742058,-122.498692,,sweet-passion-bakery-san-francisco,,,
,2339,COMPANY RESTAURANT,1000 GUERRERO ST,94110,US,37.754988,-122.423195,14155649955,company-restaurant-san-francisco-2,,,
LD,33998,COASTSIDE FARMS AND SPECIALTIES,1700 O'FARRELL @ FILLMORE ST,94115,US,,,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:33998,,"http://www.yelp.com/search?find_desc=COASTSIDE FARMS AND SPECIALTIES#find_loc=1700 O'FARRELL @ FILLMORE ST,sf"
,59464,BECKMANN'S OLD WORLD BAKERY LTD,1322 GROVE ST,94117,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:59464,,"http://www.yelp.com/search?find_desc=BECKMANN'S OLD WORLD BAKERY LTD#find_loc=1322 GROVE ST,sf"
,66446,DESTINATION BAKING COMPANY,2901 DIAMOND ST,94112,US,,,,destination-baking-company-san-francisco,,,
,67965,WIN FOOK RESTAURANT,3755 NORIEGA ST,94122,US,37.752966,-122.503848,,win-fook-restaurant-san-francisco,,,
,66475,SUR LA TABLE,845 MARKET ST SPACE#015,94103,US,37.784848,-122.406892,,sur-la-table-san-francisco-3,,,
SM,9992,J & H CATERING,628 ESTATES COURT,94080,US,,,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:9992,,"http://www.yelp.com/search?find_desc=J & H CATERING#find_loc=628 ESTATES COURT,sf"
,68890,GENEVA BUBBLE TEA,981 GENEVA AVE,94112,US,37.715871,-122.439703,,geneva-bubble-tea-san-francisco,,,
,66966,ELITE AUDIO COFFEE & WINE BAR,893 A FOLSOM ST,94107,US,37.757923,-122.393914,,elite-audio-coffee-and-wine-bar-san-francisco,,,
luther,69460,"LEE'S KITCHEN CHINESE FOOD, INC",380 BUSH ST #6,94104,US,37.790866,-122.403697,,http://www.yelp.com/biz/lees-kitchen-san-francisco#query:LEE%27S%20KITCHEN%20CHINESE%20FOOD,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69460,,"http://www.yelp.com/search?find_desc=LEE'S KITCHEN CHINESE FOOD, INC#find_loc=380 BUSH ST #6,sf"
,3199,TEMPURA HOUSE II,171 02ND ST,94105,US,37.787194,-122.398712,,tempura-house-ii-san-francisco,,,
SS,4196,THIRTEEN VIEWS,5 EMBARCADERO CENTER,94111,US,37.794147,-122.396412,,http://www.yelp.com/biz/13-views-bar-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4196,,"http://www.yelp.com/search?find_desc=THIRTEEN VIEWS#find_loc=5 EMBARCADERO CENTER,sf"
,66898,ANTIQUITY JUICE COMPANY,1 UNITED NATIONS PLAZA,94102,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66898,,"http://www.yelp.com/search?find_desc=ANTIQUITY JUICE COMPANY#find_loc=1 UNITED NATIONS PLAZA,sf"
,60445,CASTRO COFFEE COMPANY,0427 CASTRO ST,94114,US,37.761976,-122.435031,,castro-coffee-company-san-francisco-2,,,
luther,69284,FAIRMONT HOTEL SF- EMPLOYEE CAFÉ,950 MASON ST,94108,US,37.792314,-122.410821,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69284,,"http://www.yelp.com/search?find_desc=FAIRMONT HOTEL SF- EMPLOYEE CAFÉ#find_loc=950 MASON ST,sf"
